item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000518,ORD00207,PROD00331,8,603.06,0.0
ITEM000519,ORD00207,PROD00293,-7,21.5,0.0
ITEM000520,ORD00208,PROD00466,7,233.77,0.0
ITEM000521,ORD00208,PROD00188,5,161.9,0.0
ITEM000522,ORD00208,PROD00438,4,306.8,50.0
ITEM000523,ORD00208,PROD00025,2,88.98,0.0
ITEM000524,ORD00209,PROD00129,5,278.33,0.0
ITEM000525,ORD00210,PROD00143,3,119.02,0.0
ITEM000526,ORD00210,PROD00267,2,357.27,0.0
ITEM000527,ORD00210,PROD00401,3,654.66,0.0
ITEM000528,ORD00210,PROD00217,-4,486.44,40.0
ITEM000529,ORD00211,PROD00396,3,36.18,25.0
ITEM000530,ORD00212,PROD00371,3,534.39,0.0
ITEM000531,ORD00212,PROD00438,5,269.9,0.0
ITEM000532,ORD00212,PROD00259,7,562.52,0.0
ITEM000533,ORD00213,PROD00434,6,240.11,0.0
ITEM000534,ORD00213,PROD00126,2,359.63,0.0
ITEM000535,ORD00214,PROD00035,-3,61.4,0.0
ITEM000540,ORD00216,PROD00432,7,333.07,0.0
ITEM000541,ORD00216,PROD00013,4,152.48,0.0
ITEM000542,ORD00216,PROD00397,3,231.85,0.0
ITEM000543,ORD00217,PROD00333,7,573.59,0.0
ITEM000544,ORD00217,PROD00117,5,310.18,0.0
ITEM000545,ORD00218,PROD00191,8,73.21,40.0
ITEM000546,ORD00218,PROD00486,2,550.59,0.0
ITEM000547,ORD00218,PROD00239,7,370.33,0.0
ITEM000548,ORD00218,PROD00421,8,224.23,50.0
ITEM000549,ORD00219,PROD00181,5,121.5,0.0
ITEM000550,ORD00220,PROD00075,5,657.33,0.0
ITEM000551,ORD00221,PROD00013,6,158.68,0.0
ITEM000552,ORD00221,PROD00319,6,428.78,0.0
ITEM000553,ORD00221,PROD00064,8,459.1,0.0
ITEM000554,ORD00222,PROD00496,7,323.86,30.0
ITEM000555,ORD00223,PROD00074,4,247.36,0.0
ITEM000556,ORD00223,PROD00202,1,240.7,40.0
ITEM000557,ORD00223,PROD00215,7,254.59,20.0
ITEM000558,ORD00224,PROD00470,2,36.79,0.0
ITEM000559,ORD00224,PROD00373,2,319.78,40.0
ITEM000560,ORD00224,PROD00474,2,567.56,0.0
ITEM000561,ORD00225,PROD00316,6,552.18,50.0
ITEM000562,ORD00225,PROD00296,6,82.29,0.0
ITEM000563,ORD00225,PROD00080,5,146.15,10.0
ITEM000564,ORD00226,PROD00418,8,349.95,50.0
ITEM000565,ORD00226,PROD00256,7,676.53,0.0
ITEM000566,ORD00227,PROD00055,4,423.14,0.0
ITEM000567,ORD00227,PROD00490,3,287.98,25.0
ITEM000568,ORD00227,PROD00186,7,633.02,0.0
ITEM000569,ORD00228,PROD00125,8,264.11,15.0
ITEM000570,ORD00229,PROD00224,7,44.97,0.0
ITEM000571,ORD00230,PROD00171,2,461.42,0.0
ITEM000572,ORD00231,PROD00476,4,213.56,15.0
ITEM000573,ORD00231,PROD00125,3,305.09,0.0
ITEM000574,ORD00231,PROD00304,2,157.74,0.0
ITEM000575,ORD00231,PROD00378,7,51.71,0.0
ITEM000576,ORD00232,PROD00027,3,439.34,0.0
ITEM000577,ORD00232,PROD00432,6,341.26,0.0
ITEM000578,ORD00233,PROD00458,2,59.51,0.0
ITEM000579,ORD00233,PROD00021,4,505.86,20.0
ITEM000580,ORD00234,PROD00137,2,70.08,0.0
ITEM000581,ORD00235,PROD00237,5,382.82,25.0
ITEM000582,ORD00236,PROD00255,5,592.09,30.0
ITEM000583,ORD00237,PROD00356,8,617.02,0.0
ITEM000584,ORD00237,PROD00151,7,153.01,50.0
ITEM000585,ORD00238,PROD00108,3,327.64,0.0
ITEM000586,ORD00238,PROD00031,2,606.03,40.0
ITEM000587,ORD00238,PROD00077,5,533.9,25.0
ITEM000588,ORD00239,PROD00368,7,175.45,30.0
ITEM000589,ORD00239,PROD00283,5,229.82,0.0
ITEM000590,ORD00240,PROD00336,3,9.63,0.0
ITEM000591,ORD00240,PROD00026,5,420.91,20.0
ITEM000592,ORD00240,PROD00338,6,527.34,30.0
ITEM000593,ORD00240,PROD00495,6,200.64,30.0
ITEM000594,ORD00241,PROD00004,3,92.92,0.0
ITEM000595,ORD00241,PROD00250,6,642.03,10.0
ITEM000596,ORD00242,PROD00491,4,114.37,0.0
ITEM000597,ORD00242,PROD00395,6,263.81,15.0
ITEM000598,ORD00242,PROD00173,8,422.44,40.0
ITEM000599,ORD00242,PROD00109,5,288.5,25.0
ITEM000600,ORD00243,PROD00223,1,255.08,25.0
ITEM000601,ORD00243,PROD00149,8,529.29,0.0
ITEM000602,ORD00244,PROD00302,2,380.71,20.0
ITEM000603,ORD00244,PROD00469,4,112.14,10.0
ITEM000604,ORD00244,PROD00231,1,319.78,25.0
ITEM000605,ORD00244,PROD00131,1,216.73,0.0
ITEM000606,ORD00245,PROD00123,7,541.75,0.0
ITEM000607,ORD00245,PROD00412,-7,261.02,30.0
ITEM000608,ORD00245,PROD00407,5,67.4,20.0
ITEM000609,ORD00245,PROD00298,5,457.27,20.0
ITEM000610,ORD00246,PROD00091,-4,193.78,0.0
ITEM000611,ORD00246,PROD00169,-8,205.85,0.0
ITEM000612,ORD00246,PROD00384,3,403.24,20.0
ITEM000613,ORD00247,PROD00464,3,187.21,15.0
ITEM000614,ORD00247,PROD00159,2,212.5,0.0
ITEM000615,ORD00248,PROD00437,4,359.71,15.0
ITEM000616,ORD00249,PROD00059,6,203.04,25.0
ITEM000617,ORD00249,PROD00239,8,329.75,0.0
ITEM000618,ORD00250,PROD00183,6,412.37,25.0
ITEM000619,ORD00251,PROD00372,2,502.6,0.0
ITEM000620,ORD00251,PROD00176,4,13.32,50.0
ITEM000621,ORD00251,PROD00016,7,305.0,0.0
ITEM000622,ORD00252,PROD00109,8,290.99,5.0
ITEM000623,ORD00252,PROD00500,4,523.56,50.0
ITEM000624,ORD00252,PROD00286,7,238.57,0.0
ITEM000625,ORD00252,PROD00461,8,468.29,0.0
ITEM000626,ORD00253,PROD00341,6,348.79,15.0
ITEM000627,ORD00254,PROD00044,2,351.07,0.0
ITEM000628,ORD00254,PROD00060,8,482.48,50.0
ITEM000629,ORD00254,PROD00062,1,147.56,10.0
ITEM000630,ORD00254,PROD00160,7,634.79,5.0
ITEM000631,ORD00255,PROD00341,3,353.53,10.0
ITEM000632,ORD00255,PROD00144,7,526.67,50.0
ITEM000633,ORD00255,PROD00039,5,452.74,0.0
ITEM000634,ORD00256,PROD00168,2,277.13,40.0
ITEM000635,ORD00256,PROD00186,5,573.21,0.0
ITEM000636,ORD00256,PROD00064,4,370.45,0.0
ITEM000637,ORD00257,PROD00142,2,492.06,0.0
ITEM000638,ORD00258,PROD00465,5,25.19,0.0
ITEM000639,ORD00258,PROD00477,7,95.98,0.0
ITEM000640,ORD00258,PROD00380,2,381.53,40.0
ITEM000641,ORD00259,PROD00457,8,637.58,0.0
ITEM000642,ORD00260,PROD00136,4,408.13,0.0
ITEM000643,ORD00261,PROD00323,8,151.66,10.0
ITEM000644,ORD00262,PROD00209,5,508.74,10.0
ITEM000645,ORD00262,PROD00253,1,124.07,20.0
ITEM000646,ORD00263,PROD00423,6,243.61,50.0
ITEM000647,ORD00263,PROD00467,5,420.09,5.0
ITEM000648,ORD00264,PROD00131,-8,233.93,0.0
ITEM000649,ORD00264,PROD00303,5,191.93,0.0
ITEM000650,ORD00264,PROD00417,2,595.31,0.0
ITEM000651,ORD00264,PROD00365,4,158.83,30.0
ITEM000652,ORD00265,PROD00069,5,131.15,0.0
ITEM000653,ORD00265,PROD00334,2,369.94,0.0
ITEM000654,ORD00265,PROD00055,8,366.92,5.0
ITEM000655,ORD00265,PROD00445,7,279.8,0.0
ITEM000659,ORD00267,PROD00384,5,371.33,0.0
ITEM000660,ORD00268,PROD00073,3,546.29,0.0
ITEM000661,ORD00268,PROD00403,2,148.18,0.0
ITEM000662,ORD00268,PROD00330,4,232.49,0.0
ITEM000663,ORD00269,PROD00494,3,456.7,0.0
ITEM000664,ORD00269,PROD00069,4,97.7,0.0
ITEM000665,ORD00269,PROD00486,3,626.54,25.0
ITEM000666,ORD00269,PROD00131,5,237.37,0.0
ITEM000667,ORD00270,PROD00383,2,527.65,10.0
ITEM000668,ORD00270,PROD00461,4,505.93,25.0
ITEM000669,ORD00270,PROD00439,3,197.37,40.0
ITEM000670,ORD00271,PROD00491,7,104.92,0.0
ITEM000671,ORD00271,PROD00100,5,332.01,0.0
ITEM000672,ORD00272,PROD00301,7,93.11,50.0
ITEM000673,ORD00272,PROD00050,4,62.27,0.0
ITEM000674,ORD00272,PROD00440,8,489.86,0.0
ITEM000675,ORD00273,PROD00117,1,269.81,0.0
ITEM000676,ORD00273,PROD00459,7,322.15,0.0
ITEM000677,ORD00273,PROD00212,2,204.4,50.0
ITEM000678,ORD00273,PROD00368,4,156.41,0.0
ITEM000679,ORD00274,PROD00006,7,689.52,0.0
ITEM000680,ORD00274,PROD00302,4,411.73,40.0
ITEM000681,ORD00274,PROD00048,4,709.11,25.0
ITEM000682,ORD00275,PROD00337,1,193.59,0.0
ITEM000683,ORD00275,PROD00111,6,97.24,0.0
ITEM000684,ORD00276,PROD00474,1,550.99,0.0
ITEM000685,ORD00276,PROD00183,-3,406.56,0.0
ITEM000686,ORD00277,PROD00342,3,484.15,0.0
ITEM000687,ORD00278,PROD00376,4,28.63,0.0
ITEM000688,ORD00279,PROD00339,3,57.13,30.0
ITEM000689,ORD00280,PROD00188,5,149.7,0.0
ITEM000690,ORD00280,PROD00353,3,271.11,0.0
ITEM000691,ORD00281,PROD00018,7,11.31,10.0
ITEM000692,ORD00281,PROD00038,2,188.27,10.0
ITEM000693,ORD00281,PROD00137,6,72.7,0.0
ITEM000694,ORD00282,PROD00489,3,623.26,15.0
ITEM000695,ORD00282,PROD00162,4,598.2,5.0
ITEM000696,ORD00283,PROD00208,8,604.06,5.0
ITEM000697,ORD00283,PROD00408,1,323.02,5.0
ITEM000698,ORD00284,PROD00203,3,354.87,0.0
ITEM000699,ORD00284,PROD00449,3,557.1,0.0
ITEM000700,ORD00284,PROD00440,2,533.67,0.0
ITEM000701,ORD00284,PROD00174,2,422.15,0.0
ITEM000702,ORD00285,PROD00424,7,330.62,10.0
ITEM000703,ORD00285,PROD00412,2,306.32,5.0
ITEM000704,ORD00286,PROD00370,2,102.9,0.0
ITEM000705,ORD00286,PROD00085,-6,276.84,5.0
ITEM000706,ORD00286,PROD00397,1,233.56,5.0
ITEM000707,ORD00286,PROD00166,2,28.72,0.0
ITEM000708,ORD00287,PROD00225,6,666.01,25.0
ITEM000709,ORD00288,PROD00369,6,121.02,25.0
ITEM000710,ORD00289,PROD00386,3,79.02,25.0
ITEM000711,ORD00289,PROD00343,8,400.1,0.0
ITEM000712,ORD00289,PROD00394,3,114.01,0.0
ITEM000713,ORD00290,PROD00161,1,483.18,0.0
ITEM000714,ORD00291,PROD00307,5,499.72,0.0
ITEM000715,ORD00292,PROD00046,5,527.68,0.0
ITEM000716,ORD00292,PROD00289,7,451.1,0.0
ITEM000717,ORD00292,PROD00117,6,318.67,0.0
ITEM000720,ORD00294,PROD00317,1,387.29,25.0
ITEM000721,ORD00294,PROD00095,1,449.58,0.0
ITEM000722,ORD00294,PROD00063,5,182.15,0.0
ITEM000723,ORD00294,PROD00285,1,253.25,30.0
ITEM000724,ORD00295,PROD00281,8,417.97,0.0
ITEM000725,ORD00295,PROD00100,4,354.71,0.0
ITEM000726,ORD00296,PROD00125,2,264.11,0.0
ITEM000727,ORD00296,PROD00348,3,502.33,30.0
ITEM000728,ORD00296,PROD00375,5,514.08,0.0
ITEM000729,ORD00297,PROD00388,6,542.02,20.0
ITEM000730,ORD00297,PROD00110,5,522.6,20.0
ITEM000731,ORD00297,PROD00150,7,599.93,50.0
ITEM000732,ORD00297,PROD00149,1,581.42,30.0
ITEM000733,ORD00298,PROD00175,3,35.2,40.0
ITEM000734,ORD00298,PROD00343,7,339.94,15.0
ITEM000735,ORD00298,PROD00263,1,8.98,15.0
ITEM000736,ORD00299,PROD00285,3,237.75,0.0
ITEM000737,ORD00299,PROD00372,8,674.66,30.0
ITEM000738,ORD00300,PROD00020,1,430.49,0.0
ITEM000739,ORD00300,PROD00105,4,200.48,10.0
ITEM000740,ORD00300,PROD00425,6,80.19,0.0
ITEM000741,ORD00301,PROD00414,2,551.26,20.0
ITEM000742,ORD00301,PROD00270,2,212.59,10.0
ITEM000743,ORD00302,PROD00304,4,143.86,0.0
ITEM000744,ORD00302,PROD00330,4,240.31,0.0
ITEM000745,ORD00303,PROD00371,2,516.12,25.0
ITEM000746,ORD00304,PROD00389,7,442.37,50.0
ITEM000747,ORD00304,PROD00399,-1,161.53,0.0
ITEM000748,ORD00304,PROD00421,1,190.0,0.0
ITEM000749,ORD00304,PROD00213,3,309.29,0.0
ITEM000750,ORD00305,PROD00126,6,387.72,15.0
ITEM000751,ORD00306,PROD00422,2,45.47,40.0
ITEM000752,ORD00306,PROD00452,4,485.19,15.0
ITEM000753,ORD00306,PROD00069,2,127.63,0.0
ITEM000754,ORD00307,PROD00446,5,96.95,0.0
ITEM000755,ORD00308,PROD00204,6,133.71,0.0
ITEM000756,ORD00308,PROD00388,4,584.91,10.0
ITEM000757,ORD00309,PROD00038,5,194.76,0.0
ITEM000758,ORD00309,PROD00048,1,599.24,15.0
ITEM000759,ORD00310,PROD00267,1,414.18,15.0
ITEM000760,ORD00310,PROD00122,7,553.09,40.0
ITEM000761,ORD00311,PROD00060,7,504.08,0.0
ITEM000762,ORD00312,PROD00484,1,11.89,0.0
ITEM000763,ORD00313,PROD00204,2,148.0,20.0
ITEM000764,ORD00313,PROD00079,2,11.67,5.0
ITEM000765,ORD00313,PROD00488,4,420.42,0.0
ITEM000766,ORD00313,PROD00027,3,571.14,0.0
ITEM000767,ORD00314,PROD00218,3,623.61,50.0
ITEM000768,ORD00314,PROD00149,1,561.37,0.0
ITEM000769,ORD00314,PROD00284,8,221.14,0.0
ITEM000770,ORD00314,PROD00122,3,548.83,0.0
ITEM000771,ORD00315,PROD00315,1,77.77,0.0
ITEM000772,ORD00315,PROD00354,1,204.17,40.0
ITEM000773,ORD00315,PROD00412,3,263.18,20.0
ITEM000774,ORD00316,PROD00299,7,456.15,25.0
ITEM000775,ORD00316,PROD00483,7,320.22,25.0
ITEM000776,ORD00316,PROD00329,8,146.8,0.0
ITEM000777,ORD00317,PROD00275,7,658.86,0.0
ITEM000778,ORD00317,PROD00076,2,457.55,15.0
ITEM000779,ORD00318,PROD00489,4,569.7,10.0
ITEM000780,ORD00318,PROD00151,7,158.64,0.0
ITEM000781,ORD00319,PROD00209,1,624.36,0.0
ITEM000782,ORD00320,PROD00328,7,361.65,0.0
ITEM000783,ORD00320,PROD00227,4,562.18,40.0
ITEM000784,ORD00320,PROD00267,6,423.67,15.0
ITEM000785,ORD00320,PROD00333,3,484.73,0.0
ITEM000786,ORD00321,PROD00429,5,379.97,20.0
ITEM000787,ORD00322,PROD00073,7,659.16,0.0
ITEM000788,ORD00323,PROD00208,6,663.47,0.0
ITEM000789,ORD00323,PROD00339,7,54.0,0.0
ITEM000790,ORD00324,PROD00473,1,430.99,5.0
ITEM000791,ORD00325,PROD00393,6,57.31,40.0
ITEM000792,ORD00325,PROD00129,5,354.69,0.0
ITEM000793,ORD00326,PROD00436,1,584.54,10.0
ITEM000794,ORD00326,PROD00245,-1,428.3,20.0
ITEM000795,ORD00326,PROD00308,7,516.13,0.0
ITEM000796,ORD00327,PROD00258,2,575.51,15.0
ITEM000797,ORD00327,PROD00422,1,45.47,0.0
ITEM000798,ORD00327,PROD00271,5,310.78,5.0
ITEM000799,ORD00327,PROD00440,1,557.56,30.0
ITEM000800,ORD00328,PROD00447,8,560.24,5.0
ITEM000801,ORD00328,PROD00374,5,508.85,20.0
ITEM000802,ORD00329,PROD00307,3,539.88,40.0
ITEM000803,ORD00329,PROD00372,7,570.52,0.0
ITEM000804,ORD00329,PROD00177,2,462.74,0.0
ITEM000805,ORD00329,PROD00321,7,418.25,40.0
ITEM000806,ORD00330,PROD00012,5,356.4,0.0
ITEM000807,ORD00330,PROD00104,2,126.89,50.0
ITEM000808,ORD00330,PROD00184,3,78.58,50.0
ITEM000809,ORD00331,PROD00240,2,563.38,0.0
ITEM000810,ORD00332,PROD00348,-3,469.39,0.0
ITEM000811,ORD00332,PROD00385,6,140.4,0.0
ITEM000812,ORD00333,PROD00193,4,398.3,25.0
ITEM000813,ORD00333,PROD00152,1,608.77,0.0
ITEM000814,ORD00333,PROD00297,3,536.99,0.0
ITEM000815,ORD00334,PROD00499,7,377.12,40.0
ITEM000816,ORD00335,PROD00105,2,186.84,0.0
ITEM000817,ORD00335,PROD00475,8,213.96,0.0
ITEM000818,ORD00335,PROD00263,3,7.9,30.0
ITEM000819,ORD00335,PROD00048,3,724.09,0.0
ITEM000820,ORD00336,PROD00088,6,10.13,0.0
ITEM000821,ORD00336,PROD00375,8,577.29,0.0
ITEM000822,ORD00336,PROD00424,4,336.27,10.0
ITEM000823,ORD00336,PROD00279,6,322.11,0.0
ITEM000824,ORD00337,PROD00492,8,164.7,0.0
ITEM000825,ORD00337,PROD00369,7,140.85,50.0
ITEM000826,ORD00337,PROD00245,7,422.18,0.0
ITEM000827,ORD00337,PROD00461,3,526.83,0.0
ITEM000828,ORD00338,PROD00193,2,457.18,0.0
ITEM000829,ORD00339,PROD00323,3,132.43,0.0
ITEM000830,ORD00339,PROD00448,1,416.2,0.0
ITEM000831,ORD00340,PROD00480,5,395.66,0.0
ITEM000832,ORD00340,PROD00038,3,212.61,0.0
ITEM000833,ORD00340,PROD00168,8,315.02,50.0
ITEM000834,ORD00340,PROD00121,5,12.47,10.0
ITEM000835,ORD00341,PROD00457,6,726.55,40.0
ITEM000836,ORD00341,PROD00340,7,651.27,0.0
ITEM000837,ORD00342,PROD00260,3,118.14,30.0
ITEM000838,ORD00342,PROD00313,2,48.57,0.0
ITEM000839,ORD00342,PROD00232,8,630.25,5.0
ITEM000840,ORD00343,PROD00047,3,368.37,0.0
ITEM000841,ORD00343,PROD00230,4,132.48,40.0
ITEM000842,ORD00343,PROD00014,8,284.86,25.0
ITEM000843,ORD00343,PROD00033,8,581.3,0.0
ITEM000844,ORD00344,PROD00278,7,355.73,10.0
ITEM000845,ORD00344,PROD00429,6,379.97,0.0
ITEM000846,ORD00344,PROD00384,6,324.91,0.0
ITEM000847,ORD00344,PROD00330,4,228.58,5.0
ITEM000848,ORD00345,PROD00387,7,418.41,0.0
ITEM000849,ORD00345,PROD00234,1,102.45,0.0
ITEM000850,ORD00345,PROD00461,6,551.92,0.0
ITEM000851,ORD00346,PROD00479,8,82.14,0.0
ITEM000852,ORD00346,PROD00181,5,141.26,0.0
ITEM000853,ORD00347,PROD00350,5,230.31,10.0
ITEM000854,ORD00347,PROD00444,2,663.79,0.0
ITEM000855,ORD00348,PROD00351,6,277.26,30.0
ITEM000856,ORD00349,PROD00092,6,15.14,40.0
ITEM000857,ORD00349,PROD00207,4,25.13,0.0
ITEM000858,ORD00349,PROD00272,6,576.75,25.0
ITEM000859,ORD00349,PROD00055,7,390.59,0.0
ITEM000860,ORD00350,PROD00266,7,366.15,0.0
ITEM000861,ORD00350,PROD00009,8,352.02,0.0
ITEM000862,ORD00350,PROD00134,4,558.93,30.0
ITEM000863,ORD00350,PROD00458,2,63.41,0.0
ITEM000864,ORD00351,PROD00307,1,575.57,15.0
ITEM000865,ORD00351,PROD00298,1,457.27,0.0
ITEM000866,ORD00351,PROD00202,6,246.77,0.0
ITEM000867,ORD00351,PROD00424,2,347.57,0.0
ITEM000868,ORD00352,PROD00419,2,440.59,0.0
ITEM000869,ORD00352,PROD00436,1,553.07,0.0
ITEM000870,ORD00353,PROD00357,2,247.67,5.0
ITEM000871,ORD00353,PROD00019,3,155.83,5.0
ITEM000872,ORD00354,PROD00288,3,322.16,0.0
ITEM000873,ORD00354,PROD00185,6,380.05,15.0
ITEM000874,ORD00354,PROD00286,7,240.26,50.0
ITEM000875,ORD00354,PROD00406,8,557.63,10.0
ITEM000876,ORD00355,PROD00362,6,221.96,15.0
ITEM000877,ORD00355,PROD00278,7,413.99,15.0
ITEM000878,ORD00355,PROD00404,5,200.02,0.0
ITEM000879,ORD00355,PROD00491,2,127.6,20.0
ITEM000880,ORD00356,PROD00014,1,222.85,0.0
ITEM000881,ORD00356,PROD00411,4,32.81,5.0
ITEM000882,ORD00356,PROD00491,2,112.48,5.0
ITEM000883,ORD00357,PROD00003,8,114.18,0.0
ITEM000884,ORD00357,PROD00325,3,372.68,0.0
ITEM000885,ORD00358,PROD00436,7,589.04,30.0
ITEM000886,ORD00358,PROD00252,4,271.99,20.0
ITEM000887,ORD00358,PROD00369,7,154.41,0.0
ITEM000888,ORD00359,PROD00434,3,273.51,0.0
ITEM000889,ORD00359,PROD00487,4,579.42,0.0
ITEM000890,ORD00359,PROD00279,2,333.87,0.0
ITEM000891,ORD00360,PROD00065,3,242.73,30.0
ITEM000892,ORD00361,PROD00320,7,70.21,25.0
ITEM000893,ORD00361,PROD00126,8,356.82,20.0
ITEM000894,ORD00361,PROD00177,3,462.74,0.0
ITEM000895,ORD00362,PROD00341,3,303.71,0.0
ITEM000896,ORD00363,PROD00134,6,657.57,0.0
ITEM000897,ORD00363,PROD00070,1,148.45,25.0
ITEM000898,ORD00363,PROD00419,8,489.16,10.0
ITEM000899,ORD00364,PROD00201,3,51.36,50.0
ITEM000900,ORD00365,PROD00033,4,535.3,30.0
ITEM000901,ORD00365,PROD00112,3,571.93,50.0
ITEM000902,ORD00366,PROD00089,4,255.79,5.0
ITEM000903,ORD00366,PROD00376,6,31.08,0.0
ITEM000904,ORD00367,PROD00121,3,12.96,0.0
ITEM000905,ORD00367,PROD00335,4,284.71,25.0
ITEM000906,ORD00367,PROD00105,5,167.75,0.0
ITEM000907,ORD00368,PROD00378,8,65.81,15.0
ITEM000908,ORD00368,PROD00127,6,264.61,0.0
ITEM000909,ORD00368,PROD00416,8,522.65,10.0
ITEM000910,ORD00368,PROD00458,-8,62.44,0.0
ITEM000911,ORD00369,PROD00036,6,339.17,50.0
ITEM000912,ORD00369,PROD00389,8,391.56,0.0
ITEM000913,ORD00369,PROD00363,6,559.34,40.0
ITEM000914,ORD00369,PROD00067,2,276.49,0.0
ITEM000915,ORD00370,PROD00281,1,333.24,0.0
ITEM000916,ORD00371,PROD00311,8,108.12,0.0
ITEM000917,ORD00371,PROD00292,4,77.5,15.0
ITEM000918,ORD00371,PROD00342,3,524.16,0.0
ITEM000919,ORD00371,PROD00474,1,463.99,0.0
ITEM000920,ORD00372,PROD00121,2,14.44,25.0
ITEM000921,ORD00372,PROD00165,2,394.65,10.0
ITEM000922,ORD00372,PROD00447,-2,585.51,0.0
ITEM000923,ORD00373,PROD00399,6,179.88,0.0
ITEM000924,ORD00373,PROD00102,4,250.8,5.0
ITEM000925,ORD00374,PROD00241,8,132.22,40.0
ITEM000926,ORD00374,PROD00204,3,114.32,0.0
ITEM000927,ORD00374,PROD00081,8,248.3,10.0
ITEM000928,ORD00374,PROD00028,2,510.66,0.0
ITEM000929,ORD00375,PROD00067,1,350.37,20.0
ITEM000930,ORD00376,PROD00371,8,566.36,0.0
ITEM000931,ORD00376,PROD00319,4,488.04,0.0
ITEM000932,ORD00377,PROD00195,1,270.58,0.0
ITEM000933,ORD00377,PROD00449,5,641.37,0.0
ITEM000934,ORD00377,PROD00392,3,33.3,0.0
ITEM000935,ORD00377,PROD00405,7,503.41,0.0
ITEM000936,ORD00378,PROD00441,6,169.7,0.0
ITEM000937,ORD00378,PROD00147,1,276.71,0.0
ITEM000938,ORD00378,PROD00359,6,146.15,5.0
ITEM000939,ORD00379,PROD00413,6,604.96,20.0
ITEM000940,ORD00380,PROD00398,8,527.6,0.0
ITEM000941,ORD00381,PROD00479,6,77.75,0.0
ITEM000942,ORD00381,PROD00391,4,387.98,0.0
ITEM000943,ORD00381,PROD00039,-3,508.46,40.0
ITEM000944,ORD00381,PROD00217,3,383.16,0.0
ITEM000945,ORD00382,PROD00031,1,529.14,5.0
ITEM000946,ORD00382,PROD00221,1,454.24,0.0
ITEM000947,ORD00382,PROD00441,2,186.67,0.0
ITEM000950,ORD00384,PROD00490,8,311.97,15.0
ITEM000951,ORD00384,PROD00319,8,393.92,15.0
ITEM000952,ORD00384,PROD00191,3,61.09,0.0
ITEM000953,ORD00384,PROD00431,5,385.65,0.0
ITEM000954,ORD00385,PROD00285,2,192.95,0.0
ITEM000955,ORD00386,PROD00107,7,376.88,0.0
ITEM000956,ORD00387,PROD00142,2,568.7,0.0
ITEM000957,ORD00387,PROD00022,2,31.35,20.0
ITEM000958,ORD00387,PROD00055,1,343.24,0.0
ITEM000959,ORD00387,PROD00176,8,15.84,0.0
ITEM000960,ORD00388,PROD00232,1,532.21,0.0
ITEM000961,ORD00388,PROD00041,5,586.91,0.0
ITEM000962,ORD00388,PROD00142,4,524.33,0.0
ITEM000963,ORD00388,PROD00361,1,12.89,0.0
ITEM000964,ORD00389,PROD00229,7,89.19,0.0
ITEM000965,ORD00389,PROD00105,1,156.84,40.0
ITEM000966,ORD00389,PROD00311,8,95.94,20.0
ITEM000971,ORD00391,PROD00064,-1,465.43,25.0
ITEM000972,ORD00391,PROD00121,2,12.96,0.0
ITEM000973,ORD00391,PROD00359,5,146.15,0.0
ITEM000974,ORD00391,PROD00342,2,600.18,0.0
ITEM000975,ORD00392,PROD00313,1,50.06,0.0
ITEM000976,ORD00392,PROD00426,8,642.88,0.0
ITEM000977,ORD00392,PROD00311,8,99.74,10.0
ITEM000978,ORD00393,PROD00303,2,208.19,0.0
ITEM000979,ORD00393,PROD00285,2,241.19,0.0
ITEM000980,ORD00393,PROD00051,8,492.71,0.0
ITEM000981,ORD00393,PROD00246,4,624.93,0.0
ITEM000982,ORD00394,PROD00224,5,41.76,50.0
ITEM000983,ORD00394,PROD00414,5,527.49,0.0
ITEM000984,ORD00394,PROD00490,1,326.37,0.0
ITEM000985,ORD00395,PROD00420,3,511.79,0.0
ITEM000986,ORD00395,PROD00431,1,392.42,15.0
ITEM000987,ORD00395,PROD00049,2,286.98,25.0
ITEM000988,ORD00395,PROD00293,8,22.72,5.0
ITEM000989,ORD00396,PROD00493,5,291.12,0.0
ITEM000990,ORD00396,PROD00418,2,450.84,50.0
ITEM000991,ORD00396,PROD00156,3,489.47,0.0
ITEM000992,ORD00396,PROD00451,4,441.54,0.0
ITEM000993,ORD00397,PROD00225,3,694.35,0.0
ITEM000994,ORD00397,PROD00277,8,293.72,10.0
ITEM000995,ORD00397,PROD00432,2,322.15,0.0
ITEM000996,ORD00398,PROD00479,8,72.73,0.0
ITEM000997,ORD00399,PROD00308,3,561.19,25.0
ITEM000998,ORD00399,PROD00483,8,355.8,0.0
ITEM000999,ORD00400,PROD00302,2,349.69,25.0
ITEM001000,ORD00401,PROD00058,1,91.5,0.0
ITEM001001,ORD00401,PROD00128,5,317.69,25.0
ITEM001002,ORD00401,PROD00286,7,201.35,20.0
ITEM001003,ORD00401,PROD00298,7,545.65,25.0
ITEM001004,ORD00402,PROD00360,7,217.7,0.0
ITEM001005,ORD00402,PROD00136,-7,517.2,0.0
ITEM001006,ORD00402,PROD00160,-8,562.1,0.0
ITEM001007,ORD00402,PROD00053,3,228.25,0.0
ITEM001008,ORD00403,PROD00423,5,251.05,0.0
ITEM001009,ORD00403,PROD00258,4,726.7,0.0
ITEM001010,ORD00404,PROD00315,7,62.66,0.0
ITEM001011,ORD00404,PROD00246,8,545.05,0.0
ITEM001012,ORD00405,PROD00320,2,88.07,0.0
ITEM001013,ORD00406,PROD00301,4,115.21,25.0
