order_id,customer_id,order_date,status,region_code
ORD00366,CUST00232,2025-07-24 18:10:04,SHIPPED,APAC-EAST
ORD00367,CUST00127,2026-05-30 07:55:30,CANCELLED,US-EAST
ORD00368,CUST00586,2025-12-13 02:16:15,RETURNED,US-EAST
ORD00369,CUST00175,2026-05-25 09:31:10,DELIVERED,LATAM-SOUTH
ORD00370,CUST00413,2025-05-20 21:09:32,PLACED,LATAM-SOUTH
ORD00371,CUST00130,2026-05-27 12:33:03,DELIVERED,US-WEST
ORD00372,CUST00429,2025-05-18 19:38:23,DELIVERED,APAC-EAST
ORD00373,CUST00283,2026-05-15 13:45:05,DELIVERED,US-EAST
ORD00374,CUST00417,2026-06-28 18:55:28,PLACED,US-EAST
ORD00375,CUST00096,2025-11-23 16:52:40,DELIVERED,LATAM-SOUTH
ORD00376,CUST00011,2025-11-27 06:19:38,SHIPPED,APAC-EAST
ORD00377,CUST00546,2026-02-22 01:52:45,RETURNED,US-WEST
ORD00378,CUST00008,2026-02-05 03:55:47,DELIVERED,US-WEST
ORD00379,CUST00541,2025-10-21 08:58:35,CANCELLED,US-WEST
ORD00380,CUST00537,2026-02-28 12:09:08,DELIVERED,US-WEST
ORD00381,CUST00053,2026-04-26 11:50:02,DELIVERED,US-EAST
ORD00382,CUST00256,2026-04-22 02:46:00,DELIVERED,APAC-EAST
ORD00383,,2026-02-08 07:55:03,DELIVERED,LATAM-SOUTH
ORD00384,CUST00037,2026-06-13 03:55:08,DELIVERED,US-EAST
ORD00385,CUST00337,2026-05-01 16:33:49,DELIVERED,US-WEST
ORD00386,CUST00010,2026-05-14 16:06:19,PLACED,LATAM-SOUTH
ORD00387,CUST00158,2026-01-20 19:47:14,SHIPPED,EU-WEST
ORD00388,CUST00405,2026-05-09 08:14:45,SHIPPED,LATAM-SOUTH
ORD00389,CUST00112,2026-05-01 18:11:21,SHIPPED,US-WEST
ORD00390,,23-07-2025,SHIPPED,EU-WEST
ORD00391,CUST00405,2026-04-29 17:48:04,SHIPPED,US-WEST
ORD00392,CUST00273,2025-11-19 23:33:14,CANCELLED,US-WEST
ORD00393,CUST00410,2026-06-28 21:40:49,SHIPPED,US-EAST
ORD00394,CUST00022,18-01-2026,PLACED,US-WEST
ORD00395,CUST00351,2026-04-24 22:44:20,CANCELLED,APAC-EAST
ORD00396,CUST00498,2026-03-24 19:16:11,RETURNED,US-WEST
ORD00397,CUST00192,2026-05-18 22:50:29,DELIVERED,US-WEST
ORD00398,CUST00440,2026-05-02 06:53:28,RETURNED,LATAM-SOUTH
ORD00399,CUST00153,2025-12-21 18:08:51,PLACED,EU-WEST
ORD00400,CUST00150,2026-05-31 18:01:03,PLACED,US-EAST
ORD00401,CUST00538,2026-03-14 21:21:40,SHIPPED,EU-WEST
ORD00402,CUST00063,2026-05-12 16:31:53,DELIVERED,US-EAST
ORD00403,CUST00288,2026-05-19 22:50:02,DELIVERED,US-EAST
ORD00404,CUST00001,2026-03-29 15:26:31,SHIPPED,EU-WEST
ORD00405,CUST00104,2026-03-12 15:21:11,DELIVERED,EU-WEST
ORD00406,CUST00100,2026-05-16 04:09:26,SHIPPED,EU-WEST
ORD00407,CUST00371,2026-06-07 15:37:38,RETURNED,EU-WEST
ORD00408,CUST00283,2026-03-06 08:35:54,PLACED,US-WEST
ORD00409,,15-07-2025,CANCELLED,US-EAST
ORD00410,CUST00560,2025-10-02 17:21:52,SHIPPED,LATAM-SOUTH
ORD00411,CUST00045,2026-02-26 19:51:11,DELIVERED,LATAM-SOUTH
ORD00412,CUST00375,2026-06-23 02:51:20,CANCELLED,US-EAST
ORD00413,CUST00537,2026-05-23 10:12:49,SHIPPED,LATAM-SOUTH
ORD00414,CUST00133,2026-06-27 20:42:25,PLACED,US-WEST
ORD00415,CUST00408,2026-02-12 07:23:11,PLACED,US-WEST
ORD00416,CUST00522,2026-06-25 03:37:10,CANCELLED,LATAM-SOUTH
ORD00417,,2025-08-12 21:33:29,PLACED,LATAM-SOUTH
ORD00418,CUST00538,2025-08-14 23:43:31,DELIVERED,LATAM-SOUTH
ORD00419,,2025-09-01 10:37:32,PLACED,US-WEST
ORD00420,CUST00285,2026-01-24 22:22:15,SHIPPED,US-WEST
ORD00421,CUST00002,2026-01-07 05:59:36,DELIVERED,EU-WEST
ORD00422,CUST00563,2026-03-31 01:26:47,RETURNED,EU-WEST
ORD00423,CUST00059,2025-03-03 10:39:46,SHIPPED,EU-WEST
ORD00424,CUST00017,2025-12-04 14:19:31,DELIVERED,LATAM-SOUTH
ORD00425,CUST00453,2026-01-10 20:49:58,RETURNED,APAC-EAST
ORD00426,CUST00238,2025-12-13 13:20:45,SHIPPED,APAC-EAST
ORD00427,CUST00186,2026-06-05 06:21:46,SHIPPED,LATAM-SOUTH
ORD00428,CUST00185,2025-05-07 02:54:57,SHIPPED,US-WEST
ORD00429,CUST00193,2025-10-14 10:42:34,SHIPPED,APAC-EAST
ORD00430,CUST00413,2025-12-10 16:43:32,PLACED,LATAM-SOUTH
ORD00431,,2025-01-14 23:27:53,PLACED,US-WEST
ORD00432,CUST00086,2026-05-25 22:34:26,PLACED,US-EAST
ORD00433,CUST00109,2026-06-16 14:16:19,PLACED,US-WEST
ORD00434,CUST00577,2025-11-08 08:03:17,DELIVERED,APAC-EAST
ORD00435,CUST00058,30-05-2026,RETURNED,US-EAST
ORD00436,CUST00046,2026-06-02 08:37:24,RETURNED,APAC-EAST
ORD00437,,2026-03-14 14:01:52,SHIPPED,EU-WEST
ORD00438,CUST00232,2026-05-20 18:26:39,PLACED,APAC-EAST
ORD00439,CUST00113,2025-08-13 21:44:32,PLACED,LATAM-SOUTH
ORD00440,CUST00370,2026-06-26 00:51:41,PLACED,LATAM-SOUTH
ORD00441,CUST00439,2026-04-24 06:15:46,CANCELLED,US-WEST
ORD00442,CUST00309,2025-08-29 17:48:13,PLACED,EU-WEST
ORD00443,CUST00378,2026-05-23 17:05:11,PLACED,US-WEST
ORD00444,CUST00151,2026-06-01 14:20:31,CANCELLED,US-EAST
ORD00445,CUST00438,2025-10-28 08:08:38,PLACED,EU-WEST
ORD00446,CUST00187,2026-06-01 23:59:54,CANCELLED,APAC-EAST
ORD00447,CUST00424,2025-12-12 05:19:32,SHIPPED,APAC-EAST
ORD00448,CUST00510,2026-03-28 15:38:35,RETURNED,US-WEST
ORD00449,CUST00595,2026-06-22 00:54:58,SHIPPED,US-EAST
ORD00450,CUST00003,2025-08-11 21:13:13,RETURNED,APAC-EAST
ORD00451,CUST00113,2025-09-16 21:52:17,SHIPPED,EU-WEST
ORD00452,CUST00565,19-12-2025,SHIPPED,US-WEST
ORD00453,CUST00142,2026-04-18 08:29:59,CANCELLED,US-EAST
ORD00454,CUST00435,2026-02-23 14:19:28,PLACED,APAC-EAST
ORD00455,,10-01-2026,PLACED,US-WEST
ORD00456,CUST00583,2026-05-10 00:27:20,SHIPPED,APAC-EAST
ORD00457,CUST00541,2026-03-02 03:58:54,CANCELLED,EU-WEST
ORD00458,CUST00014,2026-04-24 23:25:48,PLACED,LATAM-SOUTH
ORD00459,CUST00516,2026-03-08 08:43:31,CANCELLED,LATAM-SOUTH
ORD00460,CUST00265,2026-03-20 06:33:56,SHIPPED,APAC-EAST
ORD00461,CUST00279,2026-03-02 10:12:05,SHIPPED,US-WEST
ORD00462,CUST00058,2026-05-19 21:22:04,RETURNED,US-EAST
ORD00463,CUST00480,2026-05-28 17:17:30,CANCELLED,APAC-EAST
ORD00464,CUST00381,22-01-2026,PLACED,US-EAST
ORD00465,,16-10-2025,RETURNED,US-EAST
ORD00466,CUST00012,2025-12-16 14:31:00,RETURNED,US-WEST
ORD00467,CUST00034,2026-03-30 11:21:32,RETURNED,US-EAST
ORD00468,,2025-11-19 03:23:37,DELIVERED,US-EAST
ORD00469,CUST00290,2026-04-13 01:21:57,DELIVERED,APAC-EAST
ORD00470,CUST00133,2026-03-09 12:09:22,CANCELLED,LATAM-SOUTH
ORD00471,,2026-01-27 17:21:55,RETURNED,US-EAST
ORD00472,CUST00156,2026-04-24 16:20:00,PLACED,US-WEST
ORD00473,CUST00145,2025-06-21 21:08:18,RETURNED,LATAM-SOUTH
ORD00474,CUST00350,2025-04-12 17:50:31,DELIVERED,EU-WEST
ORD00475,,2026-02-01 08:42:20,SHIPPED,LATAM-SOUTH
ORD00476,CUST00157,2026-05-29 11:45:38,PLACED,US-WEST
ORD00477,CUST00317,2025-11-15 23:37:14,PLACED,APAC-EAST
ORD00478,CUST00303,2025-12-24 03:23:24,DELIVERED,EU-WEST
ORD00479,CUST00184,2025-12-16 13:19:53,CANCELLED,EU-WEST
ORD00480,CUST00453,05-11-2025,RETURNED,APAC-EAST
ORD00481,CUST00294,2026-03-05 02:34:20,DELIVERED,LATAM-SOUTH
ORD00482,CUST00322,2026-03-17 04:52:23,CANCELLED,EU-WEST
ORD00483,CUST00044,17-06-2026,SHIPPED,LATAM-SOUTH
ORD00484,CUST00108,2025-07-09 05:57:00,CANCELLED,US-EAST
ORD00485,CUST00474,2026-01-10 06:02:12,CANCELLED,LATAM-SOUTH
ORD00486,CUST00477,2025-06-23 07:35:25,CANCELLED,APAC-EAST
ORD00487,CUST00337,2026-06-01 14:22:49,CANCELLED,US-WEST
ORD00488,CUST00488,2025-11-22 23:19:33,RETURNED,US-WEST
ORD00489,CUST00150,2026-03-17 07:26:11,PLACED,LATAM-SOUTH
ORD00490,CUST00064,15-03-2026,CANCELLED,US-WEST
ORD00491,CUST00024,2026-03-09 17:32:09,DELIVERED,US-WEST
ORD00492,CUST00071,2025-06-03 17:15:56,CANCELLED,APAC-EAST
ORD00493,CUST00266,2025-04-26 03:20:57,CANCELLED,EU-WEST
ORD00494,CUST00305,2026-02-16 14:36:30,CANCELLED,APAC-EAST
ORD00495,CUST00165,2026-03-28 05:06:17,RETURNED,APAC-EAST
ORD00496,CUST00575,2026-06-22 01:07:46,PLACED,LATAM-SOUTH
ORD00497,CUST00332,2026-03-24 22:03:29,SHIPPED,APAC-EAST
ORD00498,CUST00512,2025-09-28 20:14:38,DELIVERED,LATAM-SOUTH
ORD00499,CUST00462,2025-08-11 15:57:49,CANCELLED,LATAM-SOUTH
ORD00500,CUST00224,2025-12-21 10:30:08,RETURNED,US-WEST
ORD00501,CUST00222,2025-12-28 07:22:33,PLACED,EU-WEST
ORD00502,CUST00017,2026-03-17 18:41:53,PLACED,APAC-EAST
ORD00503,CUST00467,2026-03-19 11:46:19,RETURNED,APAC-EAST
ORD00504,CUST00344,2026-05-07 00:06:02,CANCELLED,EU-WEST
ORD00505,CUST00167,2025-08-30 18:06:00,CANCELLED,EU-WEST
ORD00506,CUST00102,2025-07-11 14:25:38,PLACED,LATAM-SOUTH
ORD00507,CUST00107,2026-06-27 23:09:33,RETURNED,US-EAST
ORD00508,CUST00516,2025-03-01 03:51:25,CANCELLED,US-WEST
ORD00509,CUST00466,2025-05-01 07:33:19,CANCELLED,US-EAST
ORD00510,CUST00476,2026-06-26 00:38:21,PLACED,EU-WEST
ORD00511,CUST00520,2026-06-17 04:04:54,DELIVERED,APAC-EAST
ORD00512,CUST00005,2025-09-17 15:01:19,PLACED,US-EAST
ORD00513,CUST00384,2026-04-10 20:09:00,DELIVERED,EU-WEST
ORD00514,CUST00586,2025-07-07 12:38:09,CANCELLED,US-WEST
ORD00515,CUST00403,2026-05-14 09:31:34,SHIPPED,APAC-EAST
ORD00516,CUST00178,2026-03-28 02:39:43,SHIPPED,APAC-EAST
ORD00517,CUST00130,2026-06-13 09:27:57,DELIVERED,LATAM-SOUTH
ORD00518,CUST00331,2025-06-18 11:55:12,CANCELLED,US-EAST
ORD00519,,2025-03-22 20:49:06,CANCELLED,US-EAST
ORD00520,CUST00134,2026-06-10 04:24:08,DELIVERED,US-WEST
ORD00521,CUST00228,2026-04-11 17:30:48,CANCELLED,EU-WEST
ORD00522,CUST00282,2025-11-27 00:18:35,PLACED,LATAM-SOUTH
ORD00523,CUST00114,2026-05-21 02:05:12,PLACED,US-WEST
ORD00524,CUST00185,2026-01-05 04:46:53,SHIPPED,APAC-EAST
ORD00525,CUST00023,2026-06-02 03:21:32,PLACED,US-WEST
ORD00526,CUST00385,2026-01-14 16:47:59,SHIPPED,US-WEST
ORD00527,CUST00183,2026-04-15 09:27:48,PLACED,US-EAST
ORD00528,CUST00356,2025-12-29 12:36:02,RETURNED,US-EAST
ORD00529,CUST00261,26-11-2025,PLACED,LATAM-SOUTH
ORD00530,CUST00525,13-09-2025,PLACED,US-WEST
ORD00531,CUST00142,2026-05-04 07:53:57,DELIVERED,EU-WEST
ORD00532,CUST00095,2026-03-25 08:40:26,DELIVERED,APAC-EAST
ORD00533,CUST00508,2026-05-26 13:06:54,DELIVERED,US-WEST
ORD00534,CUST00288,2026-02-28 11:05:31,RETURNED,EU-WEST
ORD00535,CUST00211,2026-01-12 07:43:12,CANCELLED,APAC-EAST
ORD00536,CUST00279,2026-03-28 00:22:15,RETURNED,APAC-EAST
ORD00537,CUST00581,2025-11-16 14:55:36,SHIPPED,US-EAST
ORD00538,CUST00260,2026-02-25 12:56:35,RETURNED,EU-WEST
ORD00539,CUST00118,2026-05-19 01:32:43,SHIPPED,EU-WEST
ORD00540,CUST00221,10-04-2026,DELIVERED,US-EAST
ORD00541,CUST00012,2025-09-10 00:37:30,RETURNED,EU-WEST
ORD00542,CUST00576,2025-09-18 17:57:13,SHIPPED,LATAM-SOUTH
ORD00543,CUST00575,2026-06-24 20:37:28,RETURNED,APAC-EAST
ORD00544,CUST00446,2025-12-18 12:56:29,SHIPPED,US-EAST
ORD00545,,2025-10-09 15:20:12,PLACED,US-EAST
ORD00546,CUST00335,16-04-2026,PLACED,EU-WEST
ORD00547,CUST00590,13-01-2026,SHIPPED,APAC-EAST
ORD00548,CUST00547,2025-04-28 12:56:10,PLACED,US-EAST
ORD00549,CUST00426,29-10-2025,DELIVERED,APAC-EAST
ORD00550,CUST00321,2025-03-14 05:44:48,DELIVERED,APAC-EAST
ORD00551,CUST00125,2026-06-27 22:32:29,PLACED,US-EAST
ORD00552,CUST00011,2025-10-06 03:40:09,SHIPPED,US-WEST
ORD00553,CUST00378,2026-02-23 14:29:09,PLACED,EU-WEST
ORD00554,CUST00045,2026-01-27 02:32:32,DELIVERED,EU-WEST
ORD00555,CUST00389,2025-12-20 22:35:54,RETURNED,APAC-EAST
ORD00556,CUST00327,2026-06-17 03:17:50,CANCELLED,US-EAST
ORD00557,CUST00247,2026-05-24 04:36:28,DELIVERED,EU-WEST
ORD00558,CUST00495,2025-08-06 13:30:58,PLACED,EU-WEST
ORD00559,CUST00249,2026-02-20 06:42:26,PLACED,US-EAST
ORD00560,CUST00062,2026-05-06 19:17:54,CANCELLED,APAC-EAST
ORD00561,CUST00108,2025-12-13 20:32:43,CANCELLED,US-WEST
ORD00562,CUST00109,2026-01-14 15:11:29,CANCELLED,APAC-EAST
ORD00563,CUST00526,2026-03-10 15:02:20,PLACED,EU-WEST
ORD00564,CUST00315,2026-06-23 08:36:59,PLACED,US-WEST
ORD00565,CUST00110,2025-07-03 20:55:21,CANCELLED,US-WEST
ORD00566,CUST00488,2025-11-22 10:44:47,DELIVERED,US-EAST
ORD00567,CUST00087,2026-02-01 13:25:11,CANCELLED,LATAM-SOUTH
ORD00568,CUST00342,2026-04-12 23:46:08,PLACED,US-EAST
ORD00569,CUST00433,2025-12-19 13:53:35,SHIPPED,LATAM-SOUTH
ORD00570,CUST00506,2025-11-26 19:06:12,SHIPPED,US-EAST
ORD00571,CUST00055,2026-05-05 11:06:03,SHIPPED,US-EAST
ORD00572,CUST00283,2026-03-17 19:41:29,CANCELLED,US-EAST
ORD00573,CUST00275,2025-12-18 00:24:29,DELIVERED,EU-WEST
ORD00574,CUST00295,2026-05-06 16:41:40,RETURNED,LATAM-SOUTH
ORD00575,CUST00313,2026-06-26 07:03:56,SHIPPED,EU-WEST
ORD00576,CUST00171,2026-06-17 04:21:43,SHIPPED,US-EAST
ORD00577,CUST00439,2026-01-06 09:15:56,PLACED,US-WEST
ORD00578,CUST00010,2026-05-11 06:08:42,PLACED,APAC-EAST
ORD00579,CUST00484,2026-05-25 04:18:41,RETURNED,EU-WEST
ORD00580,CUST00538,2026-05-15 18:16:19,PLACED,US-EAST
ORD00581,CUST00344,2026-05-29 03:15:51,DELIVERED,APAC-EAST
ORD00582,,2025-12-28 10:57:50,DELIVERED,LATAM-SOUTH
ORD00583,CUST00496,2026-06-20 20:02:08,PLACED,US-WEST
ORD00584,CUST00226,2025-08-06 16:03:31,CANCELLED,US-EAST
ORD00585,CUST00442,2026-01-17 07:28:14,CANCELLED,US-EAST
ORD00586,CUST00558,2026-03-04 02:27:23,SHIPPED,EU-WEST
ORD00587,CUST00358,2026-05-06 00:55:19,CANCELLED,EU-WEST
ORD00588,CUST00043,2026-02-02 08:04:21,RETURNED,US-EAST
ORD00589,CUST00466,2026-04-13 13:04:08,DELIVERED,US-EAST
ORD00590,CUST00511,2026-05-03 17:25:41,SHIPPED,LATAM-SOUTH
ORD00591,CUST00572,2026-02-26 12:46:13,DELIVERED,US-EAST
ORD00592,CUST00016,27-12-2025,RETURNED,US-EAST
ORD00593,,2025-12-27 00:01:24,PLACED,EU-WEST
ORD00594,CUST00291,2026-06-30 08:15:02,SHIPPED,US-EAST
ORD00595,CUST00147,2026-05-03 02:12:09,RETURNED,US-EAST
ORD00596,CUST00033,2026-04-19 09:35:35,CANCELLED,APAC-EAST
ORD00597,CUST00101,2026-03-15 17:04:03,DELIVERED,US-WEST
ORD00598,CUST00331,2025-07-12 18:15:01,DELIVERED,US-WEST
ORD00599,CUST00205,2026-03-30 09:39:42,RETURNED,APAC-EAST
ORD00600,CUST00385,2026-04-26 16:17:26,PLACED,US-WEST
ORD00601,CUST00321,2026-01-26 08:28:45,DELIVERED,APAC-EAST
ORD00602,CUST00421,2026-06-03 10:56:19,CANCELLED,US-EAST
ORD00603,CUST00310,2026-06-11 04:22:10,DELIVERED,US-WEST
ORD00604,CUST00580,2025-12-16 06:54:22,SHIPPED,APAC-EAST
ORD00605,CUST00474,07-04-2026,PLACED,US-EAST
ORD00606,CUST00110,2025-04-21 06:53:53,RETURNED,APAC-EAST
ORD00607,CUST00063,2026-04-13 09:14:57,PLACED,US-WEST
ORD00608,CUST00576,2026-01-04 01:00:32,SHIPPED,US-WEST
ORD00609,CUST00319,2025-03-13 12:20:36,RETURNED,US-WEST
ORD00610,CUST00001,2026-06-06 08:08:18,RETURNED,US-EAST
ORD00611,CUST00107,2026-05-26 16:36:18,CANCELLED,US-EAST
ORD00612,CUST00308,2025-12-27 07:48:31,RETURNED,EU-WEST
ORD00613,CUST00450,2026-05-21 08:49:57,CANCELLED,US-WEST
ORD00614,CUST00190,2026-05-12 03:01:50,SHIPPED,US-WEST
ORD00615,CUST00560,2026-01-01 10:39:33,DELIVERED,US-EAST
ORD00616,CUST00505,2026-04-04 11:42:49,CANCELLED,US-EAST
ORD00617,CUST00436,2025-11-07 18:50:35,PLACED,LATAM-SOUTH
ORD00618,CUST00595,2026-05-10 05:25:42,DELIVERED,US-WEST
ORD00619,CUST00470,2025-06-28 02:57:35,RETURNED,LATAM-SOUTH
ORD00620,CUST00538,2025-05-26 19:17:18,SHIPPED,EU-WEST
ORD00621,CUST00577,27-10-2025,DELIVERED,APAC-EAST
ORD00622,CUST00496,2026-04-26 23:11:10,SHIPPED,LATAM-SOUTH
ORD00623,CUST00520,2026-05-14 03:53:23,SHIPPED,EU-WEST
ORD00624,CUST00595,2026-04-19 06:20:11,PLACED,US-EAST
ORD00625,CUST00163,2026-05-29 23:32:06,CANCELLED,APAC-EAST
ORD00626,CUST00238,2026-06-22 08:32:20,PLACED,US-WEST
ORD00627,CUST00394,2026-03-09 10:09:50,PLACED,LATAM-SOUTH
ORD00628,CUST00039,2025-09-01 20:26:25,DELIVERED,LATAM-SOUTH
ORD00629,CUST00031,2025-10-19 10:53:43,CANCELLED,APAC-EAST
ORD00630,CUST00588,2026-02-10 06:15:27,CANCELLED,APAC-EAST
ORD00631,CUST00231,2025-07-12 21:14:50,RETURNED,US-WEST
ORD00632,CUST00025,2025-10-02 02:15:17,PLACED,US-WEST
ORD00633,CUST00369,2025-11-18 07:03:43,SHIPPED,LATAM-SOUTH
ORD00634,CUST00213,2026-06-04 06:14:20,DELIVERED,EU-WEST
ORD00635,CUST00573,2025-08-01 15:19:54,CANCELLED,APAC-EAST
ORD00636,CUST00583,2026-06-30 05:51:46,PLACED,US-EAST
ORD00637,CUST00053,2026-04-13 06:26:51,SHIPPED,EU-WEST
ORD00638,CUST00258,12-05-2026,SHIPPED,EU-WEST
ORD00639,CUST00590,2026-02-11 12:44:26,RETURNED,EU-WEST
ORD00640,CUST00059,2026-05-28 01:45:25,RETURNED,APAC-EAST
ORD00641,CUST00270,2025-04-08 04:18:47,CANCELLED,EU-WEST
ORD00642,CUST00061,2026-06-29 07:36:17,PLACED,US-WEST
ORD00643,CUST00578,2026-01-27 12:22:48,PLACED,APAC-EAST
ORD00644,CUST00083,2026-01-14 18:30:58,DELIVERED,US-EAST
ORD00645,CUST00509,2026-03-13 11:35:19,CANCELLED,APAC-EAST
ORD00646,,2025-02-26 00:57:34,SHIPPED,LATAM-SOUTH
ORD00647,CUST00389,2025-10-04 13:41:54,CANCELLED,US-EAST
ORD00648,CUST00387,2026-04-10 09:45:42,RETURNED,US-WEST
ORD00649,CUST00121,2026-03-31 12:31:43,SHIPPED,EU-WEST
ORD00650,CUST00060,2025-09-03 18:25:25,PLACED,US-WEST
ORD00651,CUST00550,03-07-2025,PLACED,US-EAST
ORD00652,CUST00450,2025-08-01 15:47:03,DELIVERED,LATAM-SOUTH
ORD00653,CUST00251,2025-09-10 12:00:26,CANCELLED,APAC-EAST
ORD00654,CUST00079,2026-03-07 21:41:38,CANCELLED,EU-WEST
ORD00655,CUST00226,2025-10-27 16:24:47,RETURNED,EU-WEST
ORD00656,CUST00251,2025-11-19 01:32:54,RETURNED,LATAM-SOUTH
ORD00657,CUST00355,2026-06-11 10:24:49,DELIVERED,US-EAST
ORD00658,CUST00141,2026-05-29 04:05:28,DELIVERED,LATAM-SOUTH
ORD00659,CUST00382,2026-05-15 19:45:41,PLACED,US-WEST
ORD00660,CUST00465,2025-08-07 10:37:42,PLACED,EU-WEST
ORD00661,CUST00394,2025-03-30 09:59:40,DELIVERED,LATAM-SOUTH
ORD00662,CUST00020,2025-10-25 21:43:50,PLACED,US-WEST
ORD00663,CUST00189,2026-05-02 18:25:09,DELIVERED,US-EAST
ORD00664,CUST00357,2026-05-30 18:28:51,DELIVERED,LATAM-SOUTH
ORD00665,CUST00029,2026-06-07 02:03:48,CANCELLED,APAC-EAST
ORD00666,CUST00059,2025-12-06 11:51:03,DELIVERED,LATAM-SOUTH
ORD00667,CUST00587,2026-06-21 11:14:17,SHIPPED,APAC-EAST
ORD00668,CUST00244,2026-04-03 00:47:02,DELIVERED,US-EAST
ORD00669,CUST00556,2026-03-08 13:02:32,PLACED,LATAM-SOUTH
ORD00670,CUST00276,2025-08-29 13:17:25,DELIVERED,LATAM-SOUTH
ORD00671,CUST00271,24-01-2026,PLACED,APAC-EAST
ORD00672,CUST00038,2026-06-06 17:42:32,RETURNED,US-WEST
ORD00673,CUST00594,2026-01-05 18:59:50,RETURNED,EU-WEST
ORD00674,CUST00452,2025-10-14 22:52:52,CANCELLED,US-WEST
ORD00675,CUST00179,2026-06-14 03:20:43,PLACED,US-WEST
ORD00676,CUST00040,20-04-2026,RETURNED,EU-WEST
ORD00677,CUST00234,2026-04-22 18:14:25,DELIVERED,US-EAST
ORD00678,CUST00362,2025-07-12 11:50:30,SHIPPED,EU-WEST
ORD00679,CUST00520,2026-05-09 21:16:17,SHIPPED,US-WEST
ORD00680,CUST00381,2026-05-27 20:45:24,PLACED,APAC-EAST
ORD00681,,2026-01-04 12:11:47,CANCELLED,EU-WEST
ORD00682,CUST00302,2025-08-18 12:55:33,PLACED,EU-WEST
ORD00683,CUST00027,2025-08-14 13:51:13,RETURNED,LATAM-SOUTH
ORD00684,CUST00353,2026-05-29 12:53:29,PLACED,US-WEST
ORD00685,CUST00081,2026-03-05 02:35:40,RETURNED,LATAM-SOUTH
ORD00686,CUST00429,2025-04-17 22:52:22,PLACED,LATAM-SOUTH
ORD00687,CUST00538,2025-10-03 22:44:09,SHIPPED,LATAM-SOUTH
ORD00688,CUST00250,2026-01-21 13:36:17,CANCELLED,EU-WEST
ORD00689,CUST00119,2026-05-28 06:39:15,DELIVERED,US-EAST
ORD00690,CUST00518,2025-11-20 14:57:40,CANCELLED,LATAM-SOUTH
ORD00691,CUST00429,2026-04-13 08:13:08,RETURNED,US-WEST
ORD00692,CUST00418,2025-12-18 19:05:20,DELIVERED,EU-WEST
ORD00693,CUST00121,2026-04-27 18:06:28,SHIPPED,LATAM-SOUTH
ORD00694,CUST00203,2026-06-17 22:05:51,PLACED,US-WEST
ORD00695,CUST00270,2026-03-22 09:06:44,PLACED,US-WEST
ORD00696,,2025-06-20 02:39:30,SHIPPED,LATAM-SOUTH
ORD00697,CUST00398,2026-03-11 09:31:01,CANCELLED,LATAM-SOUTH
ORD00698,CUST00301,2026-03-31 03:17:07,RETURNED,LATAM-SOUTH
ORD00699,CUST00047,2025-11-23 14:21:53,CANCELLED,APAC-EAST
ORD00700,CUST00447,2026-05-17 23:25:35,SHIPPED,LATAM-SOUTH
ORD00701,CUST00522,2025-05-25 11:01:18,RETURNED,EU-WEST
ORD00702,CUST00465,2026-03-08 22:53:53,RETURNED,LATAM-SOUTH
ORD00703,CUST00100,2026-02-07 20:29:15,PLACED,LATAM-SOUTH
ORD00704,CUST00538,2025-11-28 23:19:16,DELIVERED,APAC-EAST
ORD00705,CUST00183,2025-11-14 19:02:47,CANCELLED,LATAM-SOUTH
ORD00706,CUST00322,2025-11-04 16:28:53,PLACED,EU-WEST
ORD00707,CUST00450,2025-10-04 14:51:01,DELIVERED,LATAM-SOUTH
ORD00708,CUST00238,2025-07-16 03:25:06,SHIPPED,LATAM-SOUTH
ORD00709,,10-02-2025,RETURNED,US-WEST
ORD00710,CUST00027,2025-09-19 23:14:57,CANCELLED,APAC-EAST
ORD00711,CUST00465,2025-09-21 20:49:50,CANCELLED,APAC-EAST
ORD00712,CUST00089,2026-02-22 17:54:16,DELIVERED,US-EAST
ORD00713,CUST00228,2025-12-25 14:17:25,RETURNED,EU-WEST
ORD00714,CUST00526,2025-12-16 19:39:27,PLACED,APAC-EAST
ORD00715,CUST00534,2026-03-14 08:14:24,PLACED,US-EAST
ORD00716,CUST00386,2025-12-21 04:04:04,DELIVERED,APAC-EAST
ORD00717,CUST00192,2025-09-12 23:27:08,SHIPPED,US-EAST
ORD00718,,2025-03-10 17:51:55,RETURNED,LATAM-SOUTH
ORD00719,,2025-09-27 22:19:56,CANCELLED,LATAM-SOUTH
ORD00720,CUST00358,2026-06-08 10:01:40,DELIVERED,US-WEST
ORD00721,CUST00497,2026-01-10 02:20:04,RETURNED,EU-WEST
ORD00722,CUST00303,2025-09-28 16:51:33,CANCELLED,APAC-EAST
ORD00723,CUST00436,2026-05-11 13:48:44,PLACED,EU-WEST
ORD00724,CUST00132,2026-05-19 20:21:07,RETURNED,APAC-EAST
ORD00725,CUST00030,2026-04-20 07:37:23,CANCELLED,US-EAST
ORD00726,CUST00331,2025-10-12 01:57:32,CANCELLED,APAC-EAST
ORD00727,CUST00267,2026-04-02 18:42:34,SHIPPED,EU-WEST
ORD00728,CUST00047,2025-12-21 06:04:43,RETURNED,US-WEST
ORD00729,CUST00113,2026-01-31 06:58:11,DELIVERED,US-WEST
ORD00730,CUST00021,2025-11-09 01:36:27,PLACED,EU-WEST
